Gene,Intervention_logFC,Intervention_P.Value,group,utr_length,AREScore,ARED_cluster,n_7mer_L2
PTGES2,0.16648817047799,0.137854028608138,background,20,0.0,0,0
PEX2,-0.14826062446751997,0.137920155559704,background,3003,5.0,1,0
ZNF580,0.21680277672907503,0.138104153870578,background,20,0.0,0,0
GPR137,-0.168400263546914,0.13813402687437698,background,20,0.0,0,0
AP3M1,-0.259693562863398,0.138187110952665,background,3552,1.0,1,4
MAPK12,0.201797540055903,0.13822329448799697,background,211,0.0,0,0
ZEB2,-0.152713428491203,0.1382854481989,background,5370,19.0,2,7
ELF1,-0.15376303009341802,0.13867130503500902,background,1501,4.0,1,0
RPRD1B,-0.128222741673725,0.138825877179686,background,2483,1.0,1,0
COPZ2,0.14839728784214598,0.138840097259593,background,261,0.0,0,0
ZFP62,-0.221963788671534,0.138871726617045,background,1181,3.0,2,0
TENT2,-0.170003025486054,0.13906397903606,background,2973,3.0,1,0
TSPAN13,-0.137195812484456,0.139063983497591,background,1045,2.0,1,0
GALNT7,-0.113580940261249,0.139070054379551,background,2250,9.0,1,1
RICTOR,-0.19977509091853302,0.139396010060798,background,4384,14.0,2,3
CPT1B,0.44822842254014594,0.13941298596803,background,254,0.0,0,0
TRAT1,-0.194817855939905,0.139438864743142,background,1128,5.0,1,0
EGLN1,-0.212023620423285,0.13944312768935,background,2766,4.0,2,0
PLIN5,0.292087578763893,0.13947505868003301,background,649,0.0,0,0
ZMYM2,-0.153533578909731,0.139611367794814,background,5815,8.0,2,3
MRPL40,-0.5621462231999499,0.139638992587126,background,113,0.0,0,0
UEVLD,-0.127108082950518,0.13972652349637601,background,2711,4.0,1,0
PIK3CG,-0.157356443610395,0.13979042710980302,background,3593,6.0,1,2
GMCL1,-0.15630751330741002,0.139801343140883,background,2380,6.0,1,2
ZNF431,-0.162711614324065,0.140090040923039,background,12019,36.0,3,6
STOM,-0.171192917118619,0.140092333253398,background,2123,2.0,1,0
TMEM203,0.153673409410176,0.140144805148047,background,922,0.0,1,0
ZNF569,-0.107085205028021,0.140307947341983,background,1714,7.0,1,1
ZSWIM9,0.118653625589866,0.14045125776304002,background,793,0.0,0,0
NSUN3,-0.11848076131130099,0.14068349341242098,background,5342,5.0,1,1
SESN3,-0.185660876158512,0.140727505029019,background,7742,19.0,1,4
CYP1B1,-0.18946908076611998,0.140737721511344,background,3213,4.0,1,2
SCML1,-0.16358796199692802,0.140810389463021,background,1593,5.0,1,1
PIGBOS1,0.179328066178794,0.141023585760591,background,444,1.0,1,0
TM6SF1,-0.17819804690860302,0.141163306248759,background,691,2.0,1,0
NDUFS3,0.12382386494351198,0.141180961807295,background,20,0.0,0,0
CD55,-0.213144015592543,0.141276998120137,background,1356,10.0,2,4
ARL6IP5,-0.160986689020511,0.141294817999811,background,1456,2.0,1,0
MALT1,-0.16665126629475596,0.14146249179082998,background,6635,7.0,1,1
CUL4A,-0.143060711492549,0.141775367472474,background,3526,9.0,1,2
ASF1A,-0.187420592384023,0.14183489322412698,background,1557,4.0,1,1
EXOC5,-0.17325803981784002,0.14217840067688098,background,8102,17.0,2,6
SLC6A12,0.142119128875216,0.142259369458117,background,991,0.0,0,0
GOT1,0.12439630941104698,0.142305786048483,background,677,1.0,1,0
ATP11A,-0.17261694455092802,0.14243089411841103,background,5302,9.0,2,2
CYBRD1,-0.162010675015488,0.142522403025164,background,3299,4.0,1,0
SLC30A7,-0.158122124157812,0.143006521557649,background,6900,11.0,1,1
ZNF615,-0.15167490475590698,0.143008134436638,background,1548,2.0,1,0
H3-5,-0.42178275584279107,0.143040038765017,background,574,1.0,1,0
ZNF706,-0.17982665548219604,0.143168665804694,background,2200,4.0,1,0
RIC1,-0.10919051760862701,0.14337618390543,background,2311,8.0,1,1
CSE1L,-0.15481711387256303,0.143516333747208,background,511,1.0,1,0
CRB3,-0.219742518531072,0.143520080284332,background,199,1.0,1,1
IER3IP1,-0.22879418295054801,0.143529015205288,background,3343,5.0,1,2
TMEM184C,-0.154751513550637,0.14357414908989902,background,2287,7.0,1,1
FUBP1,-0.21857302710526,0.143577517625074,background,4710,8.0,1,1
DYNC1I2,-0.137012861230811,0.143584222829627,background,2263,3.0,1,1
BCL11A,-0.138434183101938,0.143854539063167,background,5517,9.0,2,0
USP9X,-0.167037151161032,0.143995267967004,background,4055,10.0,2,1
MACIR,-0.15431402277689998,0.14433413459112804,background,2120,5.0,1,2
CCDC117,-0.20371002523765602,0.14436560127857098,background,2970,5.0,1,0
LPGAT1,-0.17694700370745398,0.14438611855481198,background,6442,11.0,1,3
AGGF1,-0.155572366983618,0.144454930697391,background,1961,4.0,1,0
KRT72,0.16994991015600902,0.144479468144822,background,20,0.0,0,0
PHF3,-0.16119072458602202,0.144491328613047,background,12303,28.0,2,4
TOR2A,0.14854548862849898,0.14456414931255898,background,510,0.0,0,0
ILVBL,0.206932904803482,0.14486510469727698,background,20,0.0,0,0
RREB1,-0.134286933543982,0.144868818044435,background,3012,1.0,1,0
B3GALT2,-0.193012319802567,0.14489734095902898,background,1564,4.0,1,0
WDR46,0.15828651065354402,0.144989733064569,background,20,0.0,0,0
TBC1D3I,0.14829637601730802,0.14504065173070402,background,1106,0.0,1,0
CCL2,-0.27896216672750296,0.14507881086716598,background,865,1.0,1,0
ZNF747,0.148454271644942,0.14509430477256197,background,2692,3.0,2,1
ANP32E,-0.149822319435615,0.145106847430138,background,2271,6.0,2,1
RSBN1,-0.170652898984554,0.145112293682393,background,4147,5.0,1,2
ALG10B,-0.22750512103993104,0.145114496010995,background,8508,29.0,1,9
DIPK1B,-0.173904020958249,0.14529825338215302,background,942,1.0,1,0
GPR75,-0.22911859280974803,0.145526096618173,background,222,0.0,0,0
RPL11,0.169957868330925,0.14553486598209697,background,462,0.0,1,0
PUSL1,0.19735285171394798,0.14560964295860998,background,298,0.0,0,0
SAR1A,-0.21131959222567398,0.14576669792737698,background,5187,5.0,1,0
TMEM69,-0.160370749397609,0.14583021928097697,background,530,0.0,1,0
FBXO5,-0.171734736435205,0.145847049685759,background,634,2.0,1,0
GLYCTK,0.192076293560203,0.145880511946999,background,223,0.0,0,0
HDAC6,-0.270349097875239,0.145935283834059,background,364,0.0,1,0
RNF113A,0.19373914028407802,0.146078186705066,background,107,1.0,1,0
MFN1,-0.172623903872456,0.146097726059798,background,2877,2.0,1,1
ASH1L,-0.137075908729552,0.146102290527529,background,2373,2.0,1,0
ADAM17,-0.158470224792131,0.146126955200279,background,1691,4.0,1,0
KANSL1,-0.132101871503047,0.14615169950765802,background,1557,2.0,1,1
PSMD10,-0.19038961628743103,0.14616156838495,background,761,2.0,1,0
EDRF1,-0.16725908896338398,0.146262484029338,background,667,5.0,2,2
FBXO28,-0.18796295315813003,0.146340652080545,background,4301,6.0,1,0
PSENEN,0.131272798931562,0.14646166247710402,background,672,1.0,1,0
ZNF43,-0.155866234517073,0.146496173409125,background,2658,6.0,1,1
EEF1AKMT2,-0.130064170183779,0.14651047864207997,background,4156,4.0,1,1
TMEM33,-0.189393996710371,0.14661532959546303,background,6604,16.0,1,2
POGK,-0.28092119556491496,0.146619009854607,background,5950,3.0,1,1
EGR1,0.229588026212327,0.14672517797048099,background,1222,1.0,1,0
ATP6V1C1,-0.17431242694030602,0.146786037897941,background,4304,6.0,1,1
AP4E1,-0.10661541263898801,0.147025689016727,background,3232,5.0,1,2
FOXP4,0.13878466748912802,0.147244574615667,background,1023,0.0,0,0
HBP1,-0.17398787223636702,0.14725676822488598,background,1083,1.0,1,0
SEL1L,-0.17257965549549803,0.14728234422168202,background,5425,10.0,2,1
RPS6KL1,-0.11788974231628399,0.14728486629032,background,3060,0.0,1,0
NFAT5,-0.17331986705201202,0.14736691506763902,background,8315,22.0,1,4
GCLC,-0.11125399550955,0.14745961728808898,background,1209,2.0,1,2
POLR3F,-0.16477294114246302,0.147538330418639,background,1088,4.0,1,2
CNOT10,0.15146708217451302,0.14758698018121802,background,264,1.0,1,0
PRDM10,-0.16152752907042,0.14765392405744102,background,2569,5.0,1,1
MMP23B,-0.260880861327095,0.147656836184582,background,108,0.0,0,0
ERGIC2,-0.18228544012247896,0.148038329044357,background,3804,10.0,1,0
FAM3A,0.229703509245642,0.148094991648116,background,640,0.0,0,0
LST1,0.167292187368678,0.148304447153039,background,20,0.0,0,0
ZBTB1,-0.237089411540142,0.14836975390666599,background,4645,15.0,2,2
VEGFB,-0.43934899568413704,0.14842824604700197,background,887,0.0,0,0
IRF4,-0.323067365399346,0.14844958068324202,background,3838,2.0,1,1
ADAMTS4,-0.173840885521015,0.14847527050034698,background,6836,5.0,2,3
YWHAQ,-0.177993808269983,0.148482117640709,background,1319,3.0,1,0
ZNF251,-0.145937792885445,0.14863721964430401,background,733,2.0,1,0
AFF4,-0.17688054034352899,0.149059630632859,background,5664,14.0,2,5
SLC16A5,0.15084769313784802,0.149196269259806,background,129,1.0,1,0
TPM1,-0.15461175607616,0.149244632295085,background,3493,1.0,1,1
PTP4A1,-0.213174808576988,0.14932088712196,background,3414,8.0,1,1
ANKRD13C,-0.11186022361237699,0.14950016910016597,background,3718,3.0,1,1
TMEM222,0.151517595626607,0.149551974071854,background,934,0.0,0,0
PSTPIP1,0.17501765391304802,0.149578417534434,background,299,0.0,0,0
ATP7A,-0.180398017910464,0.14960582386759602,background,3825,8.0,1,5
REP15,-0.21385136165917396,0.149794150494401,background,323,2.0,1,0
RTN4,-0.14314513942248802,0.15001894426586,background,967,1.0,1,0
ARGLU1,-0.253536589722471,0.15004288142384198,background,2323,5.0,1,1
CHMP2B,-0.16768905943412601,0.150113466228193,background,1726,4.0,1,0
ZNF92,-0.33303238935950497,0.150168625906191,background,1260,7.0,1,2
FHL3,0.125997101736183,0.15023588154096,background,3011,1.0,1,0
CYLD,-0.18534245036593203,0.150238628694971,background,5427,14.0,2,4
RNF141,-0.208546115526633,0.15028916021994598,background,3243,3.0,1,1
USP15,-0.169178209988286,0.150447237278582,background,12014,25.0,2,8
BBS10,-0.285195825581407,0.15053875713155201,background,1339,3.0,1,0
SMIM10L2B,-0.14968462935402402,0.15065176521195,background,2501,0.0,1,1
TREML4,-0.162478197052714,0.15071447856259698,background,1863,0.0,1,2
PELO,0.144543328447368,0.150841561070816,background,2204,8.0,2,2
RAB14,-0.17060314843503305,0.15084784518017302,background,3263,1.0,1,1
ZNF253,-0.156643671415043,0.15092070290800302,background,1710,2.0,1,1
TBKBP1,0.18154460388981,0.15107722501244103,background,20,0.0,0,0
STX2,-0.19508806615862698,0.151180614046677,background,2300,6.0,1,0
XPC,-0.108794991154233,0.151240098696202,background,794,1.0,1,0
RCN3,0.222477286385182,0.151285248745339,background,420,0.0,0,0
SRGN,-0.190792182008104,0.15141689867676197,background,685,0.0,0,0
BLOC1S5,-0.133517700665249,0.15168600045565603,background,2082,2.0,1,0
ACTR3,-0.16739513199342002,0.151704109880823,background,5141,6.0,1,2
B3GNT5,-0.13621507131784402,0.151809919009456,background,2436,5.0,1,1
KCTD11,-1.12967413659398,0.15184528607901399,background,1303,1.0,1,0
ZCCHC10,-0.148855915066266,0.1518579244332,background,1587,4.0,1,1
RNF149,-0.20841178145036604,0.152115548264983,background,1810,5.0,1,1
UBXN4,-0.129927379996488,0.152419618066512,background,2169,4.0,1,1
P2RY14,-0.219689378915588,0.152452295949004,background,1183,3.0,1,0
COL6A2,0.144236709678239,0.15254059117208701,background,310,0.0,1,0
ZDHHC2,-0.167572810826918,0.152622815158252,background,4578,13.0,1,1
ZNF25,-0.192868722442478,0.152655148701095,background,2266,4.0,1,4
PLK4,-0.116644933589828,0.15268141650488,background,683,4.0,1,2
ZNF875,0.318235488268743,0.15268399303457197,background,672,0.0,0,0
UBP1,-0.20094412158535702,0.15277546394443,background,1995,1.0,1,0
ZBTB48,0.189924844106959,0.152909892217006,background,68,0.0,0,0
MPHOSPH9,-0.15454032711687699,0.152973812387789,background,2592,5.0,2,2
BAG2,-0.12705352356219501,0.15298005347019,background,5643,14.0,1,4
SPAG5,-0.168042049779642,0.152987365065629,background,121,2.0,1,0
MCL1,-0.20477976020747699,0.15305669065762398,background,3199,7.0,3,5
KCTD6,-0.18860226396097698,0.153163007821346,background,724,3.0,1,2
ZNF780A,-0.178242629714779,0.15317945717491901,background,5364,10.0,1,2
EP300,-0.176854057514566,0.15323395276908702,background,1121,1.0,1,0
FAM50A,0.166490239462884,0.153272283107268,background,222,0.0,0,0
UBR5,-0.138834382752793,0.153348210703234,background,3694,9.0,1,1
LYPLA2,0.125252720801827,0.153467783536587,background,545,0.0,0,0
GNPNAT1,-0.20151667501608397,0.153497469844876,background,1052,3.0,1,0
CYB5R4,-0.162047123213697,0.153505982654274,background,7545,6.0,1,2
GNB5,-0.107796072254586,0.153573514626555,background,7657,5.0,1,2
GTF2A1,-0.19180669088313396,0.153753145473944,background,4771,14.0,1,3
PLEKHA1,-0.152427226923821,0.15396289424284398,background,2666,6.0,1,1
MRPL57,0.15377768368279301,0.154044786138381,background,1859,2.0,1,1
MBD3,0.177900621629651,0.15406517084478,background,4568,0.0,1,0
ACAA1,0.15798920022003698,0.154089170437878,background,332,0.0,1,0
ZNF12,-0.19332751446573102,0.154188134139775,background,2415,4.0,1,0
TMEM249,-0.255327933439729,0.15452137683317999,background,120,0.0,0,0
PLSCR1,-0.276973588197976,0.154572418810414,background,1303,1.0,1,0
AGTRAP,0.147466593542111,0.154737889031175,background,519,0.0,0,0
KLHL2,-0.13662288385817,0.155009897501456,background,1087,3.0,1,3
DPY19L4,-0.10836569223282302,0.155126797167577,background,3926,19.0,1,1
MPHOSPH6,-0.163706473272099,0.155137275016354,background,569,4.0,1,1
PHPT1,0.281283981100602,0.155188602025264,background,177,0.0,0,0
JAK1,-0.195869427052341,0.155195645464113,background,1328,0.0,1,0
CDCA3,-0.241276362010802,0.155305288698905,background,214,0.0,0,0
ZNF343,0.125713120495566,0.15542137869336403,background,1338,1.0,1,0
SIK1,-0.18636743285327598,0.155506796291753,background,2259,3.0,1,0
DPEP2,0.18892916493664802,0.15568012556249303,background,20,0.0,0,0
SAMD8,-0.15616600665156602,0.155726504914814,background,5431,8.0,1,3
KIF20B,-0.15764725014192402,0.15585459701731197,background,891,3.0,1,0
FCHO1,0.3275503349436,0.155975172670239,background,20,0.0,0,0
PARP11,-0.12399703926858001,0.156001336622009,background,3262,3.0,1,0
ME2,-0.147744525376023,0.15602152388521398,background,7073,14.0,1,1
WDR74,0.210722934187241,0.156195421872874,background,20,0.0,0,0
UBXN11,0.170245465292259,0.156332279662986,background,971,0.0,1,0
C15orf62,0.305260008375511,0.15633856954528602,background,1426,0.0,0,0
FAM111B,-0.16874898050695597,0.156398561918854,background,1108,0.0,0,0
RHOU,-0.18006732519064703,0.15645098860543802,background,2924,1.0,1,1
OTUD4,-0.17615718616641102,0.156489175487203,background,3781,1.0,1,1
ZNF586,-0.131105525258666,0.156636025451269,background,1197,0.0,1,0
POLE4,0.13512192221800598,0.156651693443145,background,706,8.0,3,4
FBXL5,-0.18042001068700797,0.156848030147918,background,717,2.0,1,0
CDKN2C,-0.153765138721316,0.156977685288811,background,363,0.0,1,0
RPS28,0.138810229390905,0.157004434787679,background,1085,1.0,1,0
MAP3K7CL,-0.18815560707699,0.15724852795271202,background,997,2.0,1,1
NPAT,-0.172695401197453,0.157391916988752,background,3662,7.0,2,0
DIP2B,-0.129032482740446,0.157570385819725,background,3818,9.0,2,2
MRPS12,0.228402535991715,0.15764176186879,background,320,0.0,0,0
MARCHF9,0.18390675122723601,0.15765919120796698,background,1514,0.0,1,0
PHTF1,-0.11637912896631099,0.157693896614784,background,1653,2.0,1,0
RDH14,-0.206750775571515,0.15773438576365,background,468,1.0,1,0
C1orf122,0.151890108856979,0.15778182052334,background,376,0.0,0,0
LMAN1,-0.258251119713323,0.157869798408587,background,3266,12.0,1,3
COL6A1,-0.145824146733506,0.15826677381836,background,180,0.0,0,0
ENOPH1,-0.18016747066624803,0.15827475617233702,background,1057,7.0,1,1
ASAP1,-0.13160792401475901,0.158281358511411,background,2627,4.0,1,2
FLVCR1,-0.130880778622016,0.158335081917041,background,4073,3.0,1,1
GLI4,0.192073537995407,0.158431048022974,background,742,0.0,1,0
CDKN2B,-0.175205102724293,0.158439010108598,background,3084,8.0,1,1
CLEC10A,0.29596722704719,0.158482516105279,background,517,1.0,1,1
VSIG1,-0.137224264343652,0.158534853627541,background,1803,5.0,1,0
RFNG,0.15554105747605898,0.158538468960406,background,173,0.0,0,0
CALU,-0.151158253674818,0.158865272904862,background,4233,5.0,1,0
MRPL44,-0.14741883629417002,0.15891132368592498,background,680,2.0,1,0
NSMCE3,-0.195490767195452,0.159064235048954,background,3802,3.0,1,0
GALC,-0.11128277297627098,0.159066671557913,background,1715,9.0,2,2
SMAD4,-0.37623313552296006,0.15908222590116,background,6575,4.0,1,0
MFSD14B,-0.164433724749596,0.159185957219624,background,1502,2.0,1,1
SAT2,0.176821202563755,0.159195511961504,background,209,0.0,0,0
NFKBIE,0.16682750274039498,0.15919622200034803,background,1053,0.0,0,0
NBPF9,-0.200192279305203,0.159292277498622,background,3470,2.0,1,0
TMEM243,-0.19007634207450602,0.159344265995925,background,478,1.0,1,0
L3MBTL1,-0.134429298937804,0.159399151810151,background,743,1.0,1,0
BET1L,-0.24984848706631896,0.159458439320822,background,2546,0.0,0,0
CCDC186,-0.17922431992558,0.159624925949793,background,4281,20.0,3,4
DNLZ,0.20598792725194603,0.159806513011368,background,2529,0.0,0,0
FXYD6,0.106498452948715,0.15990960656366798,background,2820,0.0,1,0
RGCC,-0.205907220710187,0.159944503721497,background,386,1.0,1,0
UBE2N,-0.14693612362101902,0.159960614409779,background,4355,5.0,1,1
DPY19L3,-0.12972660675381598,0.160091635975548,background,3649,8.0,2,0
GKAP1,-0.0995741976844156,0.160128903821513,background,271,1.0,1,0
FASTK,0.176049199199536,0.160335063167294,background,101,0.0,0,0
AEBP1,0.197382322960424,0.160377436230164,background,299,0.0,0,0
NDFIP1,-0.124222596820636,0.160407740002241,background,4104,5.0,1,0
NOC3L,-0.17804100804004397,0.16073418046307197,background,951,1.0,1,0
PDS5B,-0.107662809288138,0.160752476334026,background,2964,6.0,1,0
SLX1B,0.428264603207604,0.161031219812746,background,95,0.0,0,0
SLC41A1,-0.16214623694858302,0.161064350173855,background,2442,2.0,1,3
DFFB,-0.19194572619405703,0.161096221941699,background,1688,1.0,1,0
PDP1,-0.169363003074493,0.161168809696932,background,2395,8.0,1,3
ABHD3,-0.19090588934748,0.161221856078121,background,690,3.0,1,1
PNRC2,-0.18493319968842997,0.16123820325720598,background,1569,2.0,1,0
ABCB10,-0.146146373331982,0.161333532703117,background,1597,7.0,1,2
SEPHS1,-0.13844099054869,0.16144590636576503,background,1704,4.0,1,1
TACC3,0.174893027143543,0.16146979862631,background,158,1.0,1,0
LRRC8D,-0.11788640091908999,0.161471563029522,background,966,2.0,1,0
SLC30A6,-0.146077889206508,0.16193271133915602,background,3666,7.0,2,1
MRPS10,-0.155106908230418,0.161941858880576,background,1482,2.0,1,1
ARMCX5,-0.23080346402103197,0.16197719206872,background,335,1.0,1,0
RAP1GAP,-0.167687993941156,0.162063510259821,background,1076,1.0,1,1
TMEM223,0.143525008724939,0.162247414353813,background,652,1.0,1,0
SLAIN2,-0.135218361373455,0.162318380054852,background,4124,7.0,1,0
GOSR1,-0.131648680614526,0.162384303805617,background,5214,4.0,2,2
MARCHF5,-0.14215274164903,0.162516098304225,background,2757,2.0,1,1
ADORA3,-0.37849424177720004,0.16255679766106398,background,521,0.0,0,0
MOCS2,-0.191199650717189,0.16271503573419902,background,2923,5.0,1,2
METTL1,0.20103296877042398,0.163037382187639,background,414,0.0,0,0
GMFG,0.15061950573292499,0.16309975430180199,background,105,0.0,0,0
TSPYL1,-0.13345296622459502,0.163191029755392,background,3659,2.0,1,0
NME1-NME2,0.152038632440813,0.16330120940321202,background,237,0.0,0,0
SUMF2,0.41395996713046795,0.163324417999387,background,799,0.0,1,0
FLI1,-0.13290763557743,0.16338072083404,background,2279,1.0,1,0
POMC,0.16087568600445099,0.163387488316617,background,228,0.0,0,0
HEXA,0.135018463602066,0.16353284268765303,background,3153,2.0,2,0
GCA,-0.20100007454527602,0.163575903483121,background,2880,7.0,1,1
RECQL,-0.185357629601212,0.163603175993925,background,1284,2.0,1,1
CDCA8,-0.110861304750544,0.163630016236451,background,1326,0.0,0,0
SYNJ2BP,-0.17391086526958402,0.163630705507807,background,6492,9.0,1,3
STX7,-0.169664591704824,0.163632682363805,background,14891,23.0,2,0
GATAD2B,-0.142209315744727,0.163859791133383,background,5452,2.0,1,1
RTL8C,0.14268205284875798,0.16390922655131301,background,821,0.0,0,0
ARRDC4,-0.16800115752516598,0.16394080413935597,background,2648,3.0,1,0
AFMID,-0.18129231166048698,0.164053976979774,background,764,0.0,1,0
SMG5,0.16646370367702698,0.16410145408628196,background,1363,0.0,0,0
CACNG6,0.18711964991905106,0.16425640236408898,background,477,1.0,1,0
CXCR3,0.191468958181873,0.164261766874586,background,446,0.0,0,0
WDR81,0.166080009590334,0.16431001546755702,background,909,0.0,0,0
STAB1,0.190154089577678,0.1643981775867,background,139,0.0,0,0
GALNT3,-0.134288932084082,0.164441060217469,background,1193,3.0,1,1
EAF1,-0.14545425226180098,0.16456491482879598,background,3458,6.0,1,2
ERP44,-0.131666895660886,0.164700618748892,background,3427,8.0,1,1
NOL9,-0.201493943473017,0.16470922793179502,background,4507,1.0,1,1
ARL6IP4,0.208879922387689,0.16478230317211998,background,233,0.0,0,0
NECAB3,-0.15774304090346697,0.164908704726589,background,742,3.0,2,2
GRSF1,-0.24930943274104503,0.164937473606007,background,5104,4.0,1,2
ELK3,-0.12611858678041,0.164942083592935,background,2642,6.0,1,0
EMC6,0.173160336947182,0.165551841783311,background,189,0.0,1,0
SPATA24,-0.15241171018943697,0.16560166747474697,background,26,0.0,0,0
IRF2BP1,0.16670714870690698,0.16561482303799202,background,412,0.0,1,0
GTF3C2,0.18215017428326,0.165668827357139,background,2475,0.0,1,0
ZFP91,-0.152792664831542,0.165708098696259,background,3844,3.0,1,1
CELF6,0.109591297049996,0.16572738304316198,background,420,0.0,1,0
HYAL2,0.182142513805525,0.16589027843062398,background,317,0.0,0,0
DDX6,-0.170809419612999,0.165898123849739,background,4339,3.0,1,0
MFNG,0.140469671839845,0.166011564491082,background,900,0.0,0,0
LAMTOR4,0.20793333126675698,0.166012319901147,background,239,0.0,0,0
ISOC1,-0.164905530594507,0.166051211865107,background,1027,2.0,1,1
GCHFR,0.16966354048051302,0.166211802433471,background,359,0.0,0,0
HDHD3,0.23031344152795102,0.166290767130508,background,179,0.0,0,0
KRR1,-0.187296548354844,0.166297503034603,background,8946,14.0,1,4
SMIM10,0.34423384457557893,0.16638502777671,background,1126,0.0,0,0
RBM8A,0.159232820569749,0.166775558012528,background,4817,2.0,1,0
C5orf22,-0.17355575950837102,0.166960690982448,background,2151,3.0,1,0
TK1,-0.215799570143923,0.16701514591409802,background,668,0.0,0,0
KCNE1,0.117230442266395,0.167495858885262,background,2555,2.0,1,1
LCN12,0.16559761989573998,0.167537621596746,background,97,0.0,0,0
TMEM41B,-0.162076870229422,0.16779470716017802,background,2759,4.0,1,1
CKAP2,-0.182460258549683,0.167879139696954,background,1487,2.0,1,1
DBT,-0.127285177015176,0.16793252340559603,background,9336,16.0,1,5
SERTAD2,-0.145132759506668,0.167938664023863,background,4306,8.0,2,4
CEP350,-0.12881705719613099,0.16795329272310502,background,3714,4.0,1,0
MEX3B,-0.17665827192166197,0.16810624344664102,background,3442,3.0,1,0
GPS2,0.12022378762455,0.168239331855896,background,95,0.0,0,0
RBAK,-0.187753707894028,0.16866529120514903,background,3872,10.0,1,4
UBE2Q2,-0.132106659439064,0.16868061889637198,background,1589,4.0,1,0
TRMT1,0.216310344030789,0.16869501938659898,background,28,0.0,0,0
SEMA6C,0.24088223917272103,0.16875033532032502,background,799,0.0,1,1
ELAC1,-0.137182509165515,0.168879889383424,background,1906,0.0,1,0
ISCA1,-0.174880712609581,0.169000684274874,background,923,6.0,1,1
RBM14,-0.21293359956941102,0.169102297620586,background,3266,1.0,1,0
TPM4,-0.13024169939572802,0.169107942930194,background,1753,0.0,1,1
PDCD1,0.20351923095121302,0.169410734335395,background,1174,0.0,1,0
HSPB6,-0.17446226639798998,0.169425981514919,background,956,0.0,0,0
TUBG2,-0.175571429648767,0.169459444134683,background,204,0.0,0,0
RPS20,0.200139950518594,0.16946387368153798,background,1271,0.0,1,0
TCIRG1,0.15504058522207098,0.16953962943940099,background,76,0.0,0,0
UHMK1,-0.24512164393676,0.169719750551483,background,7081,17.0,2,5
MIEN1,0.12293081581026401,0.169807389587984,background,440,0.0,1,1
DNAJA2,-0.133773908463265,0.16982149514538597,background,1665,4.0,1,1
SYNRG,-0.171716184712362,0.17005990028746698,background,2581,1.0,1,0
HBB,0.455760482031001,0.170139892382181,background,134,1.0,1,0
PYROXD1,-0.18269862025511802,0.170180174865068,background,2496,8.0,1,3
SBDS,-0.161804106206017,0.170275752330681,background,671,0.0,0,0
DHX40,-0.141893930144415,0.17031680342186903,background,1173,1.0,1,0
PIANP,-0.18315686383753602,0.170327877525144,background,1244,0.0,0,0
LAMB2,0.137785782437906,0.170330612229884,background,112,0.0,0,0
NICN1,-0.41619044030251207,0.17040750145447697,background,2500,0.0,0,0
RPL41,0.12348883199230098,0.17067672224200503,background,305,0.0,0,0
LRRC26,0.250942111177339,0.170707757357017,background,96,0.0,0,0
RNASEL,-0.183499799824748,0.170908949351104,background,1758,3.0,2,1
SLC35B3,0.293616093737399,0.17091137493725597,background,2114,5.0,1,0
H4C16,-0.276568701053581,0.17102397819469198,background,53,0.0,0,0
HIVEP1,-0.116436799345848,0.17103598032680803,background,1416,3.0,1,2
ANXA1,-0.15501867611224499,0.17123267472269402,background,522,2.0,1,0
UBL3,-0.14158520499789,0.17144530490862697,background,2884,8.0,1,1
ITPKC,0.125813929141127,0.171575179207736,background,1300,0.0,1,1
FIS1,0.124598795582263,0.171629509642374,background,194,0.0,0,0
TXNRD1,-0.12547411689682,0.171668102572088,background,1886,5.0,2,2
ATL2,-0.113248834690039,0.17181538710007999,background,2031,3.0,1,1
LAMTOR5,-0.173044106283987,0.17186346397439997,background,266,0.0,1,0
CCDC106,0.20877084781729102,0.17186862462383598,background,415,1.0,1,0
RFC1,-0.11975993047574401,0.17190762637717097,background,1304,2.0,1,0
MED11,0.15336756933336904,0.17220530101809803,background,420,0.0,0,0
CDH24,0.187021939568341,0.172211406682585,background,832,0.0,0,0
SLC38A2,-0.21639997236167396,0.172511534548763,background,2926,9.0,1,2
ENDOD1,-0.165744322766779,0.17258645915865198,background,3066,1.0,1,2
TM9SF2,-0.169634350837897,0.17273066140334803,background,1245,4.0,1,0
CEP63,0.120075355695486,0.1729075301628,background,5582,7.0,1,2
ATP6V1A,-0.173828095148876,0.172911182779374,background,2629,6.0,1,2
COX19,0.14512026272951098,0.17294749620334599,background,4526,2.0,1,1
CALCOCO2,-0.22232520006822798,0.17295165426531098,background,2240,2.0,1,0
SC5D,-0.20119363240178897,0.173024918437048,background,5893,20.0,2,5
RCAN3,-0.204069956089105,0.173308154296982,background,5763,17.0,4,5
IMPA2,0.141524582261419,0.173381323822591,background,419,0.0,0,0
CMTM2,0.23718845623712198,0.173566794367393,background,156,0.0,0,0
FAM107B,-0.130822001921521,0.17360769354756303,background,2633,2.0,1,1
DNAJC27,-0.12554729756886698,0.17366193653795903,background,3974,2.0,1,0
ARPC5,-0.17024692549827802,0.173773522525172,background,6686,7.0,1,1
ALG11,-0.182913138416456,0.173775878036462,background,5147,9.0,1,1
PIK3R1,-0.179646336071683,0.1738256985311,background,4220,4.0,1,0
